// Elemental Attribute Damage Adjustment Tables
//
// Structure of Database:
// Columns - attacker's weapon element
// Rows    - target's defense element

1	// lv1 Attribute table
//Neut Suit Dotn Kato Fuut Vene Hyot Rai  Bak  Jint Shak
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Neutro
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Suiton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Doton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Katon
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Fuuton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Raiton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Veneno
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Hyouton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Bakuton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Jinton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Shakuton

2	// lv2 Attribute table
//Neut Suit Dotn Kato Fuut Vene Hyot Rai  Bak  Jint Shak
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Neutro
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Suiton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Doton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Katon
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Fuuton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Raiton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Veneno
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Hyouton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Bakuton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Jinton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Shakuton

3	// lv3 Attribute table
//Neut Suit Dotn Kato Fuut Vene Hyot Rai  Bak  Jint Shak
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Neutro
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Suiton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Doton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Katon
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Fuuton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Raiton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Veneno
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Hyouton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Bakuton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Jinton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Shakuton

4	// lv4 Attribute table
//Neut Suit Dotn Kato Fuut Vene Hyot Rai  Bak  Jint Shak
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Neutro
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Suiton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Doton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Katon
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Fuuton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Raiton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Veneno
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Hyouton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Bakuton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Jinton
  100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, // Shakuton
